run_label,timestamp_utc,stage,status,size_MB,input_bytes,source_repeats,epoch,repeat,runtime_s,energy_kWh,cpu_kWh,gpu_kWh,ram_kWh,cpu_power_W,gpu_power_W,ram_power_W,emissions_kgCO2eq,energy_kWh_per_GB,emissions_kgCO2eq_per_GB,MB_per_s,train_bpp,val_bpp,val_ratio_est,cum_train_energy_kWh,cum_train_emissions_kgCO2eq,compressed_bytes,compression_ratio,bits_per_byte,roundtrip_ok,total_epochs,seq_len,batch_size,lr,chunk_bytes,gpu_streams,backbone,d_model,num_layers,precision,codec_device,codec_gpus,worker_max_s,cpu_model,cpu_count,gpu_model,gpu_count,ram_total_size,os,python_version,codecarbon_version,tracking_mode,country_name,country_iso_code,region,cloud_provider,cloud_region,on_cloud,torch_version,cuda_version,device,gpu_name
v100x4,2026-09-09T07:52:13+00:00,training_epoch,ok,25.0,25000000,0.500801282051282,3.0,,11.181168356910348,0.0013980530521098,0.0003191442140671,0.000948943259118,0.0001299655789245,102.40042691347692,299.4633416908969,42.0,0.0003321620265977,0.0559221220843939,0.013286481063909,2.235902295894609,2.314325612512237,2.278374675623953,3.511274982816041,0.0042025247643033,0.000998473656226,,,,,3,10000,5,0.0005,2048,5000,mambav1,64,2,fp32,cuda,4,,"POWER9, altivec supported",128,4 x Tesla V100-SXM2-32GB,4,519.488,Linux-4.18.0-553.143.1.el8_10.ppc64le-ppc64le-with-glibc2.28,3.11.8,3.3.0,machine,United Kingdom,GBR,,,,N,2.1.2,12.2,cuda,Tesla V100-SXM2-32GB
v100x4,2026-09-09T07:54:35+00:00,compression,ok,50.0,50000000,1.001602564102564,3.0,1.0,10.523929827846588,0.0015914621895684,0.0003002097426115,0.0011689539907422,0.0001222984562146,102.42691002880002,387.2206302017712,42.0,0.0003781139101573,0.0318292437913695,0.0075622782031477,4.751076909283329,,,,0.0082703875401139,0.0019649531052681,13964100.0,3.580610279215989,2.234256,True,3,10000,5,0.0005,2048,5000,mambav1,64,2,fp32,cuda,4,10.521,"POWER9, altivec supported",128,4 x Tesla V100-SXM2-32GB,4,519.488,Linux-4.18.0-553.143.1.el8_10.ppc64le-ppc64le-with-glibc2.28,3.11.8,3.3.0,machine,United Kingdom,GBR,,,,N,2.1.2,12.2,cuda,Tesla V100-SXM2-32GB
v100x4,2026-09-09T07:54:35+00:00,decompression,ok,50.0,50000000,1.001602564102564,3.0,1.0,11.191599014215171,0.0017170587941217,0.0003192023549429,0.0012678235142544,0.0001300329249243,102.42572462080004,393.8726539415324,42.0,0.0004079542818365,0.0343411758824353,0.0081590856367319,4.467636835137837,,,,0.0082703875401139,0.0019649531052681,13964100.0,3.580610279215989,2.234256,True,3,10000,5,0.0005,2048,5000,mambav1,64,2,fp32,cuda,4,11.19,"POWER9, altivec supported",128,4 x Tesla V100-SXM2-32GB,4,519.488,Linux-4.18.0-553.143.1.el8_10.ppc64le-ppc64le-with-glibc2.28,3.11.8,3.3.0,machine,United Kingdom,GBR,,,,N,2.1.2,12.2,cuda,Tesla V100-SXM2-32GB
v100x4,2026-09-09T07:53:08+00:00,training_epoch,ok,50.0,50000000,1.001602564102564,1.0,,21.71754000335932,0.0027650643414675,0.0006188368757097,0.0018938370706109,0.0002523903951467,102.40057407666087,311.5968030371975,42.0,0.0006569488718249,0.0553012868293507,0.0131389774364986,2.30228653854285,2.767334976707497,2.347131705603721,3.408415463393124,0.0027650643414675,0.0006569488718249,,,,,3,10000,5,0.0005,2048,5000,mambav1,64,2,fp32,cuda,4,,"POWER9, altivec supported",128,4 x Tesla V100-SXM2-32GB,4,519.488,Linux-4.18.0-553.143.1.el8_10.ppc64le-ppc64le-with-glibc2.28,3.11.8,3.3.0,machine,United Kingdom,GBR,,,,N,2.1.2,12.2,cuda,Tesla V100-SXM2-32GB
v100x4,2026-09-09T07:53:30+00:00,training_epoch,ok,50.0,50000000,1.001602564102564,2.0,,21.706991436891258,0.0027471157609949,0.0006181349855415,0.0018767395568914,0.0002522412185619,102.40044645509568,308.92661328517084,42.0,0.000652684486539,0.0549423152198995,0.0130536897307807,2.3034053404114068,2.287102554594508,2.2477818513439938,3.5590642371352184,0.0055121801024625,0.0013096333583639,,,,,3,10000,5,0.0005,2048,5000,mambav1,64,2,fp32,cuda,4,,"POWER9, altivec supported",128,4 x Tesla V100-SXM2-32GB,4,519.488,Linux-4.18.0-553.143.1.el8_10.ppc64le-ppc64le-with-glibc2.28,3.11.8,3.3.0,machine,United Kingdom,GBR,,,,N,2.1.2,12.2,cuda,Tesla V100-SXM2-32GB
v100x4,2026-09-09T07:53:52+00:00,training_epoch,ok,50.0,50000000,1.001602564102564,3.0,,21.70772415213287,0.0027582074376514,0.0006185738142308,0.0018873928988227,0.0002522407245977,102.40045831568696,309.7890752748957,42.0,0.0006553197469041,0.0551641487530282,0.0131063949380832,2.3033275920399654,2.227871872167978,2.2091547199428576,3.6212945737937856,0.0082703875401139,0.0019649531052681,,,,,3,10000,5,0.0005,2048,5000,mambav1,64,2,fp32,cuda,4,,"POWER9, altivec supported",128,4 x Tesla V100-SXM2-32GB,4,519.488,Linux-4.18.0-553.143.1.el8_10.ppc64le-ppc64le-with-glibc2.28,3.11.8,3.3.0,machine,United Kingdom,GBR,,,,N,2.1.2,12.2,cuda,Tesla V100-SXM2-32GB
v100x4,2026-09-09T12:33:59+00:00,compression,ok,100.0,100000000,2.003205128205128,3.0,1.0,16.319057422690094,0.002662131891821,0.0004652749388668,0.0020073913281493,0.0001894656248049,102.4276412416,428.571613670558,42.0,0.0006324932540458,0.0266213189182106,0.0063249325404587,6.12780489766275,,,,0.0166713925927107,0.0039609394947095,27098190.0,3.6902833731699434,2.1678552,True,3,10000,5,0.0005,2048,5000,mambav1,64,2,fp32,cuda,4,16.317,"POWER9, altivec supported",128,4 x Tesla V100-SXM2-32GB,4,519.488,Linux-4.18.0-553.143.1.el8_10.ppc64le-ppc64le-with-glibc2.28,3.11.8,3.3.0,machine,United Kingdom,GBR,,,,N,2.1.2,12.2,cuda,Tesla V100-SXM2-32GB
v100x4,2026-09-09T12:33:59+00:00,decompression,ok,100.0,100000000,2.003205128205128,3.0,1.0,17.09730126336217,0.0028087472095914,0.0004876444420697,0.0021225239202351,0.0001985788472866,102.42547826256845,430.8761237168232,42.0,0.0006673274407796,0.0280874720959147,0.0066732744077962,5.848876291037238,,,,0.0166713925927107,0.0039609394947095,27098190.0,3.6902833731699434,2.1678552,True,3,10000,5,0.0005,2048,5000,mambav1,64,2,fp32,cuda,4,17.096,"POWER9, altivec supported",128,4 x Tesla V100-SXM2-32GB,4,519.488,Linux-4.18.0-553.143.1.el8_10.ppc64le-ppc64le-with-glibc2.28,3.11.8,3.3.0,machine,United Kingdom,GBR,,,,N,2.1.2,12.2,cuda,Tesla V100-SXM2-32GB
v100x4,2026-09-09T12:31:32+00:00,training_epoch,ok,100.0,100000000,2.003205128205128,1.0,,44.609040883369744,0.0055382768423829,0.0012702081884549,0.003749283832775,0.0005187848211529,102.40045412841737,301.2969373286868,42.0,0.0013158336567049,0.0553827684238297,0.0131583365670492,2.2416980508827757,2.528200156163525,2.2443309248639736,3.564536722892089,0.0055382768423829,0.0013158336567049,,,,,3,10000,5,0.0005,2048,5000,mambav1,64,2,fp32,cuda,4,,"POWER9, altivec supported",128,4 x Tesla V100-SXM2-32GB,4,519.488,Linux-4.18.0-553.143.1.el8_10.ppc64le-ppc64le-with-glibc2.28,3.11.8,3.3.0,machine,United Kingdom,GBR,,,,N,2.1.2,12.2,cuda,Tesla V100-SXM2-32GB
v100x4,2026-09-09T12:32:16+00:00,training_epoch,ok,100.0,100000000,2.003205128205128,2.0,,43.92897776700556,0.0055498028837109,0.0012503824168418,0.0037890513645351,0.0005103691023339,102.40044537855998,309.28226758087243,42.0,0.001318572117338,0.0554980288371097,0.01318572117338,2.276401707555977,2.2062806022059567,2.172917640039895,3.681685790839785,0.0110880797260939,0.0026344057740429,,,,,3,10000,5,0.0005,2048,5000,mambav1,64,2,fp32,cuda,4,,"POWER9, altivec supported",128,4 x Tesla V100-SXM2-32GB,4,519.488,Linux-4.18.0-553.143.1.el8_10.ppc64le-ppc64le-with-glibc2.28,3.11.8,3.3.0,machine,United Kingdom,GBR,,,,N,2.1.2,12.2,cuda,Tesla V100-SXM2-32GB
v100x4,2026-09-09T12:33:00+00:00,training_epoch,ok,100.0,100000000,2.003205128205128,3.0,,43.93396299891174,0.0055833128666168,0.001250216082032,0.0038226555581672,0.0005104412264175,102.40046579711996,312.696424014452,42.0,0.0013265337206666,0.0558331286661681,0.0132653372066662,2.276143401916122,2.1615562898416805,2.138652796983098,3.7406726380669366,0.0166713925927107,0.0039609394947095,,,,,3,10000,5,0.0005,2048,5000,mambav1,64,2,fp32,cuda,4,,"POWER9, altivec supported",128,4 x Tesla V100-SXM2-32GB,4,519.488,Linux-4.18.0-553.143.1.el8_10.ppc64le-ppc64le-with-glibc2.28,3.11.8,3.3.0,machine,United Kingdom,GBR,,,,N,2.1.2,12.2,cuda,Tesla V100-SXM2-32GB
